id;idUniv;status;universitas;berdiri;noSK;tanggalSK;kodePos;telepon;fax;email;website;Lat;Long
1756;2125;Aktif;Akademi Kebidanan Sukawati Lawang;17 Juni 2009 ;80DO2009;17 Juni 2009 ;12345; 0341 - 421660;  0341 - 421660; sukawatiakbid@gmail.com;akbidsukawati.ac.id;-7.8265023;112.6967211
1757;2126;Aktif;Akademi Farmasi Mitra Sehat Mandiri Sidoarjo;2 Juni 2009 ;63DO2009;2 Juni 2009 ;61262;031 8887233, 8987404;031 8987233;akfar@mitseda.ac.id; akfarmitseda.ac.id;-7.4179181;112.577261
1758;2127;Aktif;Akademi Kebidanan Surya Sehat;2 Maret 2009 ;11DO2009;2 Maret 2009 ;12345; 031-5947185 ext.106; 031-5947185; Suryasehatyes@gmail.com; www.suryasehat.ac.id;-7.889548;112.592634
1759;2129;Aktif;Akademi Kebidanan Brawijaya Husada;3 Agustus 2009 ;112DO2009;3 Agustus 2009 ;65135;0341-754216;0341-754216;cs.abeha@gmail.com;http:akbidbrahus.blogspot.com;-8.013149;112.641588
1760;2130;Aktif;Akademi Analis Kesehatan Delima Husada Gresik;20 Agustus 2009 ;136DO2009;20 Agustus 2009 ;12345;313981918;313978628; aakdelimahusadagresik@yahoo.com; www.aadelimahusada.ac.id;-7.166502;112.652517
1761;2131;Aktif;Akademi Farmasi Jember;9/25/2009;147DO2009;9/25/2009;68125;0331 - 338884;0331 - 338884;akfarjember@gmail.com;akfarjember.ac.id;-8.1418791;113.7362241
1762;2133;Aktif;Akademi Kesehatan Rustida;1 Januari 0001 ; ;;68466;0333 821495;0333 821193;akesrustida@ymail.com;akesrustida.ac.id;-8.2973406;114.0303018
1763;2134;Aktif;Akademi Keperawatan Kosgoro Mojokerto;1 Januari 0001 ; ;;0; 0321 390331;  0321 390331; akperkosgoro@yahoo.co.id; http:akperkosgoro.ac.id;-7.566993;111.880164
1764;2135;Aktif;Akademi Kebidanan Permata Delima;9/8/2011;199EO2011;9/8/2011;61363;321387111;321387111;akbidpermatadelima@yahoo.com;akbidpermatadelima.blogspot.com;-7.4926;112.439146
1765;2136;Aktif;Akademi Gizi Karya Husada Kediri;23 Juli 2012 ;229EO2013;12 Juni 2013 ;64225;0354-394909;0354-394909;gizikhkediri@gmail.com; stikeskh-kediri.ac.id;-7.7668793;112.1627128
1766;2138;Aktif;Akademi Kuliner dan Patiseri Ottimmo Internasional;4/29/2014;44EO2014;4/29/2014;60217;031 5116 0199;031 7408805;marketing@ottimmo.ac.id;www.ottimmo.ac.id;-7.2791977;112.6526416
1767;2139;Aktif;Politeknik Cahaya Surya;24 Agustus 1996 ;3621DT2007;22 Agustus 1996 ;64123;0354-682029;0354-681759; ; ;-7.818907;112.010144
1768;2140;Aktif;Politeknik NSC Surabaya;8 Desember 1997 ;86DO1997;8 Desember 1997 ;60271;031-5310331;031-5323952;nscpoltek@nscpolteksby.ac.id;nscpolteksby.ac.id;-7.268297;112.741818
1769;2141;Aktif;Politeknik Ubaya;11/3/1998;NO: 015.ASKYUSIII1998;11/3/1998;60284;031-2981180;031-2981181;poltek@unit.ubaya.ac.id;poltek.ubaya.ac.id;-7.2933107;112.7609383
1770;2143;Aktif;Politeknik Unisma Malang;5 Januari 2002 ;19D02002;28 Januari 2002 ;65144;0341-574137;0341-574137;info_pum193@yahoo.co.id;www.poltekunisma.co.id;-7.9359613;112.6067819
1771;2144;Aktif;Politeknik Kesehatan Majapahit;2 Agustus 2002 ;155D02002;2 Agustus 2002 ;61363;0321-329915;0321-331736;stikespoltekkes.majapahit@gmail.com;www.poltekkesmajaphit.ac.id;-7.49414;112.4630735
1772;2145;Aktif;Politeknik Sakti Surabaya;30 Desember 2002 ;275DO2002;30 Desember 2002 ;60237;031-84933848494568;031-8431376;saktisby88@gmail.com;www.sakti.ac.id;-7.326612;112.7398314
1773;2147;Aktif;Politeknik Kota Malang;12 Juni 2008 ;104D02008;12 Juni 2008 ;65133;0341-754088;0341-754088;info@poltekom.ac.id;www.poltekom.ac.id;-8.0341655;112.6488469
1774;2148;Aktif;Politeknik Kediri;4/8/2008;67DO2008;4/8/2008;64121;0354-683128;0354-683128;info@poltek-kediri.ac.id;www.poltek-kediri.ac.id;-7.801279;112.008312
1775;2149;Aktif;Politeknik 17 Agustus 1945 Surabaya;9/3/2014;377EO2014;9/3/2014;60118;031-5991953; 031-5991953;humas.politagsby@gmail.com; www.politag.ac.id;-7.2988796;112.7669884
1776;2152;Aktif;Universitas Mahendradatta;10 Januari 1963 ;2012011963;12 Januari 1963 ;80236;0361 434827;0361 434827;unmar_bali@yahoo.com;www.mahendradattauniversity.com;-8.6554416;115.2281868
1777;2153;Aktif;Universitas Ngurah Rai;22 Mei 1979 ;3901981;22 Januari 1981 ;80238;361462617;361462617;"info@unr.ac.id;univngurahrai@gmail.com;ngurahrai_d";www.unr.ac.id;-8.6201619;115.2354634
1778;2155;Aktif;Universitas Pendidikan Nasional;31 Desember 1986 ;61969;4 Agustus 1969 ;80225;0361-723868;0361-723077;info@undiknas.ac.id;http:www.undiknas.ac.id;-8.697946;115.226693
1779;2156;Aktif;Universitas Dwijendra;28 Juli 1982 ;183;26 Oktober 1982 ;80233;0361-233974;0361-233974;universitasdwijendra@yahoo.co.id;www.undwi.ac.id;-8.6545168;115.2256936
1780;2157;Aktif;Universitas Tabanan;26 Agustus 1981 ;140;18 Mei 1982 ;82121;(0361)9311605;(0361)9311605;untab_untab@yahoo.co.id;-;-8.5580848;115.140367
1781;2158;Aktif;Universitas Warmadewa;17 Juli 1984 ;05YAS.KORPSVII1984;17 Juli 1984 ;80235;361223858;361235073;info@warmadewa.ac.id;www.warmadewa.ac.id;-8.659386;115.242771
1782;2159;Aktif;Universitas Panji Sakti Singaraja;11/1/1985;NO.12PN.SGRA.N.1985;11/1/1985;81117;0362-23588;0362-26839;universitas_panjisakti@yahoo.co.id; www.universitaspanjisakti.ac.id;-8.120975;115.090584
1783;2160;Aktif;Universitas Hindu Indonesia;10 Maret 1963 ;75D01993;19 Mei 1993 ;80238;0361-464700;0361-464800;infos1@unhi.ac.id;www.unhi.ac.id;-8.6337045;115.2436505
1784;2161;Aktif;Universitas Muhammadiyah Mataram;25 Juli 1980 ;16;8 Agustus 1986 ;83127;0370-633723;0370-641906;ramli.abdul.ghani@gmail.com;www.ummat.ac.id;-8.6040411;116.1032816
1785;2162;Aktif;Universitas Mahasaraswati Mataram;11/6/1981;0377O1984;18 Agustus 1984 ;83121;3706173953;370623785;universitasmahasaraswatimataram@yahoo.com;unmasmataram.ac.id;-8.587715;116.111307
1786;2163;Aktif;Universitas Islam Al-azhar Mataram;26 Juni 1979 ;37801984;19 Agustus 1984 ;83233;(0370) 6175565;(0370) 671650;unizar2014@gmail.com; www.unizar.ac.id;-8.606907;116.1441869
1787;2164;Aktif;Universitas 45 Mataram;9/17/1982;207;9/17/1982;83120;0370-631652; 0370-631652;Info@mail.u45mataram.ac.id;www.u45mataram.ac.id;-8.5738813;116.1306045
1788;2165;Aktif;Universitas Nahdlatul Wathan Mataram;19 Agustus 1987 ;69;19 Agustus 1987 ;82137;0370-641-275;0370-641-275;unwmataram@yahoo.co.id;unwmataram.ac.id;-8.583549;116.09956
1789;2166;Aktif;Universitas Gunung Rinjani;20 Juli 1993 ;72;28 Desember 1999 ;83600;0376-631620,631621;0376-631620;univgunungrinjani@yahoo.co.id; univgunungrinjani.ac.id;-8.6662282;116.5255946
1790;2167;Aktif;Universitas Samawa;29 Desember 1998 ;176DO1998;29 Desember 1998 ;84313;"0371-625848 ; 21236";0371-625848;universitas_samawa@yahoo.com;universitas-samawa.co.id;-8.4974421;117.4249744
1791;2168;Aktif;Universitas Nusa Tenggara Barat;11/10/1999;89 D O 2001;15 Juli 2005 ;81325;0370 628411;0370 628411;universitasntb@gmail.com;untb.org;-8.590061;116.1126888
1792;2169;Aktif;Universitas Katolik Widya Mandira Kupang;25 Maret 1982 ;0720O1990;11 Desember 1990 ;85225;0380 833395;0380 831194;info@unwira.ac.id;www.unwira.ac.id;-10.1599985;123.5863342
1793;2170;Aktif;Universitas Flores;19 Juli 1980 ;24  TAHUN  1983;10 Desember 1983 ;86316;(0381)  21094, 22536;0381 21536;universitasflores@yahoo.co.id;www.uniflor.ac.id;-8.8307087;121.6638834
1794;2171;Aktif;Universitas Kristen Artha Wacana;9/4/1985;0812O1986;11/19/1986;85228;0380 881584;0380 881584;ukaw_kupang@yahoo.co.id;http:ukaw.ac.id;-10.1491404;123.6535259
1795;2172;Aktif;Universitas Muhammadiyah Kupang;1 Juli 1987 ;01E-1YBP-UMK1987;1 Juli 1987 ;82558;0380-833693;0380-825333;info@unmuh-kupang.ac.id;www.unmuh-kupang.ac.id;-10.1625065;123.6199746
1796;2173;Pembinaan;Universitas PGRI Nusa Tenggara Timur;18 Juli 1996 ;89DO1999;10 Mei 1999 ;85111;380;380;univ.pgrintt.sulaimanradja@gmail.com;http:upgrintt-kupang.ac.id;-10.192215;123.608701
1797;2174;Aktif;Universitas Nusa Lontar Rote;23 Agustus 2001 ;2251DT2005;11 Juli 2005 ;85111;0380-871-215;0380-871-087;univnusalontarrote@yahoo.com; ;-9.8552163;124.2780308
1798;2175;Aktif;Universitas Nusa Nipa;26 Mei 2005 ;69D02005;26 Mei 2005 ;86111;0382-22388;0381-22388;unipamaumere@yahoo.co.id; www.nusanipa.ac.id;-8.6276497;122.2223509
1799;2176;Aktif;Universitas Teknologi Indonesia;12 Desember 1987 ;0791O1987;12 Desember 1987 ;80114;818359194;(0361)772779;universitasteknologi.indonesia@yahoo.com;-;-8.6811236;115.2020233
1800;2177;Aktif;Universitas Tribuana Kalabahi;5 Juli 2006 ;120DO2007;1 Agustus 2007 ;12345;0386-2222882;0386-2222882; ; ;-8.2076403;124.5695719
1801;2178;Aktif;Universitas Cordova;17 Juni 2009 ;78DO2009;17 Juni 2009 ;84355;0372 8281778;0372 8281778;info@undova.ac.id; ;-8.7594544;116.8636809
1802;2179;Aktif;Universitas Dhyana Pura;7 Juli 2011 ;142EO2011;7 Juli 2011 ;80361;0361-426450;0361-426452;undhirabali@undhirabali.ac.id;www.undhirabali.ac.id;-8.629208;115.1770238
1803;2180;Aktif;Universitas Teknologi Sumbawa;14 Maret 2013 ;65EO201 3;14 Maret 2013 ;84371;0371-26299062629009;0371-2629009;info@uts.ac.id;http:www.uts.ac.id;-8.5697599;117.4323679
1804;2181;Aktif;Universitas Karyadarma Kupang;9/16/2014;412EO2014;9/16/2014;85362;0380 834668;0380 834668;undarma1405@gmail.com;----;-10.1862274;123.6056307
1805;2182;Aktif;Universitas Nahdlatul Ulama Nusa Tenggara Barat;17 Oktober 2014 ;559EO2014;17 Oktober 2014 ;83125;0370 630021;0370 630021;unu-ntb@gmail.com;https:www.unu-ntb.ac.id;-8.5818768;116.0972068
1806;2186;Aktif;IKIP Saraswati;16 Desember 1989 ;0829O1989;16 Desember 1989 ;82113;0361-811-267;0361-811-267; ; ;-8.5391685;115.135866
1807;2187;Aktif;IKIP PGRI Bali;25 Agustus 1983 ;21;31 Maret 1980 ;80238;0361-431434;0361-431434;ikippgribali@yahoo.com; www.ikippgribali.ac.id;-8.6571901;115.2415283
1808;2188;Aktif;IKIP Mataram;13 Juli 1968 ;20801990;4/3/1990;83126;0370 - 632082;0370 - 632082;rektorat@ikipmataram.ac.id;https:www.ikipmataram.ac.id;-8.5828611;116.0911306
1809;2189;Aktif;IKIP Muhammadiyah Maumere;22 Januari 2013 ;21EO2013;22 Januari 2013 ;86118;3822425464;3822425465;ikipmuhammadiyah_mof@yahoo.com;www.ikipmumaumere.ac.id;-8.6308538;122.2417261
1810;2190;Aktif;Institut Keguruan dan Teknologi Larantuka;18 Juli 2013 ;272EO2013;18 Juli 2013 ;86212;3832325554;3832325554;iktl_cij@yahoo.com;http:iktllarantuka.blogspot.com;-8.5810769;116.09098
1811;2191;Aktif;Institut Ilmu Sosial dan Budaya Samawa Rea;27 Agustus 2014 ;373EO2014;27 Agustus 2014 ;8431;0371 2629003;0371 2629003;iisbudsarea@gmail.com;https:www.iisbud.ac.id;-8.5810769;116.09098
1812;2194;Aktif;Sekolah Tinggi Ilmu Manajemen Handayani;2 Mei 1979 ;09YPHD1982;12 Mei 1982 ;80225;361222291;361222291;info@stimidenpasar.ac.id;www.stimidenpasar.ac.id;-8.679133;115.2171679
1813;2195;Aktif;Sekolah Tinggi Ilmu Sosial Politik Wira Bhakti;9/11/1985;0358O1986;15 Mei 1986 ;80233;0361-235778;0361-235778;info@stispol-wirabhakti.ac.id;www.stispol-wirabhakti.ac.id;-8.65595;115.224
1814;2196;Aktif;STKIP Agama Hindu Singaraja;9/1/1970;1542DT2007;4/17/2001;81116;(0362) 21275;(0362) 21275;stkip_agamahindu@yahoo.com;http:www.stkipahsingaraja.ac.id;-8.1145911;115.0863456
1815;2197;Aktif;STISIP Margarana;31 Juli 1981 ;126;13 Juli 1981 ;82115;(0361) 812035; ; ; ;-8.5309473;115.1350505
1816;2198;Aktif;STKIP Agama Hindu Amlapura;9/19/1986;25;9/19/1986;80811;0363-23549; 0363-23549; stkipamlapura@ymail.com; www.stkipamlapura.ac.id;-8.437925;115.6124367
1817;2199;Aktif;Sekolah Tinggi Manajemen Taman Pendidikan 45;26 Juli 1995 ; 056DO1995;26 Juli 1995 ;20238;(0361) 240616;(0361) 240616;stiman45denpasar@gmail.com;-;-8.6708103;115.2223832
1818;2200;Aktif;Sekolah Tinggi Ilmu Ekonomi Satya Dharma;11/11/1995;15;8 Agustus 2005 ;81116;(0362)22950;(0362)22950;info@stiesatyadharma.ac.id;www.stiesatyadharma.ac.id;-8.1145911;115.0863456
1819;2201;Aktif;Sekolah Tinggi Ilmu Ekonomi Triatma Mulya;9/21/1996;128D01999;22 Juli 1999 ;10000;0361-412971;0361-412972;stie.triatma@triatmamulya.ac.id;www.triatmamulya.ac.id;-8.6311245;115.1767617
1820;2202;Aktif;STIE BIITM Kuta Badung;15 Maret 2000 ;26DO2000;15 Maret 2000 ;80361;0361-7474353;0361-762647;stie-biitm@dps.centrin.net.id;stie;-8.6704582;115.2126293
1821;2203;Aktif;STKIP Bima;10 Juli 1976 ;358086;5 Juni 1986 ;84119;0374 43195 - 42801;0374 42801;stkip.bima@yahoo.com;www.stkipbima.ac.id;-8.4725852;118.7441396
1822;2204;Aktif;Sekolah Tinggi Administrasi Muhammadiyah Selong;1 Juli 1987 ;46;1 Oktober 1988 ;83612;(0376) 21368-23108;37623108; ; www.stiamuhammadiyahselong.ac.id;-8.6544264;116.5460947
1823;2205;Aktif;Sekolah Tinggi Ilmu Sosial Dan Politik Mbojo;23 Juli 1985 ;717KOP.VIIIB.021985;6 Juni 1985 ;84115;0374-44011;0374-44011;stisipmbojo44@gmail.com;stisipmbojobima.ac.id;-8.4769135;118.7839274
1824;2206;Aktif;Sekolah Tinggi Ilmu Ekonomi 45 Mataram;20 Mei 1984 ;348091;19 Juni 1991 ;83117;(0370) 637076;(0370) 637076; ; ;-8.604813;116.113514
1825;2207;Aktif;Sekolah Tinggi Ilmu Hukum Muhammadiyah Bima;25 Mei 1987 ;42;25 Mei 1987 ;84116;0374-42431;0374-42431;stih.muh.bima@gmail.com;stihbima.blogspot.com;-8.439916;118.748887
1826;2208;Aktif;Sekolah Tinggi Ilmu Administrasi Mataram;20 Mei 1986 ;30701989;24 Mei 1989 ;83122;0370 626874;0370 626874;stia_mataram@yahoo.co.id;stiamataram.ac.id;-8.600412;116.113312
1827;2209;Aktif;STMIK Bumi Gora;9/17/1987;0390O1991;22 Juni 1991 ;83121;(0370) 634498;(0370) 638369;kontak@stmikbumigora.ac.id;http:stmikbumigora.ac.id;-8.5912219;116.1164224
1828;2211;Aktif;Sekolah Tinggi Ilmu Ekonomi Yapis;22 Juni 2000 ;1533  D  T  2006;4/19/2006;84213;(0373) 22460;(0373) 21554;yapisdmpstie@gmail.com;0;-8.528758;118.4639172
1829;2212;Aktif;Sekolah Tinggi Ilmu Kesehatan Mataram;23 Februari 2000 ;159D02000;18 Agustus 2000 ;83125;0370 638760;0370 638760; info@stikes-mataram.ac.id; www.stikes-mataram.ac.id;-8.5907171;116.0827838
1830;2213;Aktif;Sekolah Tinggi Filsafat Katolik Ledalero;20 Mei 1937 ;3901981;22 Januari 1981 ;86152;(0382) 242 6535;(0382) 242 6535;stfkledalero@yahoo.com;www.stfkledalero.info;-8.6657036;122.1861437
1831;2214;Aktif;STKIP Santu Paulus;11/11/1959;6;6 Juni 2002 ;86508;0385-22305;0385-21097;stkip@stkipsantupaulus.ac.id; stkipsantupaulus.ac.id;-8.6128234;120.4698522
1832;2216;Aktif;STMIKOM Uyelindo Kupang;12 Juni 1997 ;77DO2001;5 Juli 2001 ;85000;0380-8554499, 855450;0380-8554502;stikom@uyelindo.ac.id;http:uyelindo.ac.id;-10.1629841;123.6227278
1833;2217;Aktif;Sekolah Tinggi Ilmu Ekonomi Oemathonis;30 Agustus 2001 ;165.D02001;30 Agustus 2001 ;85228;0380-823-512;0380-823-512;stieoemathonis@rocketmail.com; ;-10.1561484;123.6259177
1834;2218;Aktif;Sekolah Tinggi Pembangunan Masyarakat Santa Ursula;2 Agustus 2001 ;112DO2001;2 Agustus 2001 ;86318;38121862;38122401;stpm@rocketmail.com;-;-8.5810769;116.09098
1835;2220;Aktif;Sekolah Tinggi Bahasa Asing Cakrawala Nusantara;12 Maret 2002 ;49DO2002;12 Maret 2002 ;85361;0380-8586177;0380 - 8586177;stiba_cnkupang@yahoo.com;www.stibacnk.blogspot.com;-10.1833333;123.5833333
1836;2221;Aktif;Sekolah Tinggi Ilmu Bahasa (STIBA) Hita Widya Singaraja;10 Juni 2003 ;2260DT2005;11 Juli 2005 ;81151;(0362) 27315;(0362) 27315;info@stibahw.ac.id;www.stibahw.ac.id;-8.1149534;115.1079869
1837;2222;Aktif;Sekolah Tinggi Bahasa Asing Saraswati;14 Oktober 2003 ;182DO2003;27 Maret 2003 ;80223;0361-228043;0361-228043;stiba_saraswati@yahoo.com;www.stibasaraswati.ac.id;-8.6527387;115.2249938
1838;2223;Aktif;Sekolah Tinggi Ilmu Ekonomi Bima;14 Februari 2002 ;44DO2002;14 Februari 2002 ;84110;0374-42556;0374-42556; ; www.stiebima.ac.id;-8.4483863;118.726763
1839;2224;Aktif;Sekolah Tinggi Bahasa Asing Mentari Kupang;11/14/2002;1049DT2006;27 Maret 2006 ;82885;0380-823132;0380-823132;083035stibamentari@gmail.com;-;-10.1533162;123.622734
1840;2225;Aktif;STMIK Bandung Bali;8 Juli 2002 ;06DO2004;5 Januari 2004 ;80000;0361-7475740;0361-222917;info@stmikbandungbali.ac.id;stmikbandungbali.ac.id;-8.6762883;115.2174271
1841;2226;Aktif;Sekolah Tinggi Ilmu Ekonomi Putra Timor;25 Mei 1998 ;1520DT2002;22 Juli 2002 ;85228;85239067505;-;stieputratimor@yahoo.co.id;www.stie-putratimor.blogspot.com;-10.1833333;123.5833333
1842;2227;Aktif;Sekolah Tinggi Ilmu Teknik Jembrana;19 Februari 2004 ;21DO2004;19 Februari 2004 ;81123;36541316;36541316;stitna_jembrana@yahoo.co.id;www.stitna.ac.id;-8.6708103;115.2223832
1843;2228;Aktif;Sekolah Tinggi Ilmu Sosial Dan Politik Fajar Timur;22 Desember 2002 ;83DO2003;19 Juni 2003 ;85711;81318673608;38922146; stisipfajartimur@yahoo.co.id; ;-8.5810769;116.09098
1844;2229;Aktif;STMIK Lombok;12 Juni 2002 ;7;12 Juni 2002 ;83511;0370-654310;0370-654310;stmiklombok@yahoo.com;http:www.stmiklombok.ac.id;-8.569578;116.076385
1845;2231;Aktif;Sekolah Tinggi Ilmu Ekonomi AMM;4/17/1983;42D02005;4/12/2005;83125;(0370) 632051;(0370)634065;stie_amm@yahoo.co.id;www.stieamm.ac.id;-8.5831459;116.1011915
1846;2232;Aktif;STIMIK Kupang;13 Oktober 2005 ;147DO2005;13 Oktober 2005 ;85360;0380 - 8016905; -;contact@stimikkupang.ac.id; stimikkupang.ac.id;-10.1533162;123.622734
1847;2233;Aktif;Sekolah Tinggi Teknik Lingkungan Mataram;9/27/2005;1716DTK-VIII2009;31 Maret 2009 ;83000;(0370) 626874;(0370) 626874;sttl.mataram@yahoo.co.id;aklsttlmataramwordpress.com;-8.600316;116.113332
1848;2234;Aktif;STMIK Denpasar;15 Desember 2005 ;175DO2005;10 Mei 1993 ;80226;0361-249781;0361-238150;info@stmik-denpasar.ac.id;www.stmik-denpasar.ac.id;-8.6753401;115.2427093
1849;2235;Aktif;STIKES Yarsi Mataram;29 Desember 2005 ;196DO2005;29 Desember 2005 ;83115;3706161271;3706161261;stikes_yarsi_mataram@yahoo.com;www.stikesyarsimataram.ac.id;-8.618293;116.104042
1850;2237;Aktif;STIKES Qamarul Huda;21 Oktober 2006 ;245DO2006;21 Oktober 2006 ;83562;81936716115;-;akademik@stikesqamarulhuda.ac.id;stikesqamarulhuda.ac.id;-8.619433;116.199002
1851;2238;Aktif;STIKES Bina Usada Bali;1 Agustus 2007 ;122D02007;1 Agustus 2007 ;80361;0361-433132;0361-419959;binausada@yahoo.com;www.binausadabali.ac.id;-8.631484;115.176435
1852;2239;Aktif;STKIP Taman Siswa Bima;9/17/2007;176DO2007;9/17/2007;84113;(0374) 42891;(0374) 42891;taman.siswa.bima07@gmail.com;www.stkip.tsb.ac.id;-8.5152898;118.7955841
1853;2240;Aktif;Sekolah Tinggi Pariwisata Bali Internasional;2 Januari 2008 ;001DO2008;2 Januari 2008 ;80239;0361-426699;0361-427800;humas@stpbi.ac.id;www.stpbi.ac.id;-8.6333558;115.227525
1854;2241;Aktif;Sekolah Tinggi Informatika Komputer Artha Buana;29 Desember 2005 ;193DO2005;29 Desember 2007 ;85111;0380-84 310 84;0380-8554502;stikom.artha.buana@gmail.com;www.arthabuana.ac.id;-9.8552163;124.2780308
1855;2242;Aktif;STIKES Wira Medika Bali;11/27/2007;225DO2007;11/27/2007;80239;"0361-427699; 425799";0361-427699;stikes_wikabali@yahoo.co.id;www.stikeswiramedika.ac.id;-8.635304;115.226304
1856;2243;Aktif;Sekolah Tinggi Ilmu Kesehatan Jembrana;2 Januari 2008 ;002DO2008;2 Januari 2008 ;82211;0365-41485;0365-41485;stikes.jembrana@yahoo.co.id;http:triatma_mapindo.ac.idstikesjembrana;-8.3576684;114.62577
1857;2244;Aktif;STMIK STIKOM Indonesia;4/18/2008;70DO2008;4/18/2008;11111;361256995;361246875;lptpk@stiki-indonesia.ac.id ;www.stiki-indonesia.ac.id;-8.6752288;115.2154548
1858;2247;Aktif;STKIP Yapis Dompu;19 Februari 2009 ;05DO2009;19 Februari 2009 ;84251;+62081918036993 +62;-;stkipyapis083062@yahoo.co.id;stkip_yapis_dompu.ac.id;-8.5309178;118.4628751
1859;2248;Aktif;STKIP Suar Bangli;22 Juni 2009 ;88DO2009;22 Juni 2009 ;80613;(0366) 93022;(0366) 93022;stkipsuar.bangli@yahoo.co.id;www.stkipsuar-bangli.ac.id;-8.4592345;115.3533517
1860;2249;Aktif;Sekolah Tinggi Teknik Bima;2 Juni 2009 ;68DO2009;2 Juni 2009 ;84113;(0374) 42736;(0374) 42736;stt.bima@gmail.com;www.sttbimaco.id;-8.5152898;118.7955841
1861;2250;Aktif;STIKES Advaita Medika Tabanan;3 Agustus 2009 ;110DO2009;3 Agustus 2009 ;82114;(0361) 814242;(0361) 814242;stikes_ameta@yahoo.co.id;www.advaitamedika.ac.id;-8.5318755;115.1251304
1862;2251;Aktif;STKIP Al Amin Dompu;9/1/2009;139DO2009;9/1/2009;84218;0373-623332;0373-623332;a_hrys@yahoo.co.id;www.al-amin_dompuntb.com;-8.5464715;118.4367551
1863;2252;Aktif;STIKES Hamzar Memben Lombok Timur;4/7/2009;36DO2009;4/7/2009;83653;0376-2924270;0376-2924270;stikeshamzar@yahoo.com; stikeshamzar.ac.id;-8.649102;116.535596
1864;2254;Aktif;STIKES Maranatha Kupang;11/2/2009;183D02009;11/2/2009;12345; 0380 8552971; 0380 8552971; admin@stikesmaranathakupang.ac.id; www.stikesmaranathakupang.ac.id;-10.1856923;123.6754594
1865;2255;Aktif;STIKES Nusantara Oebobo;1 Januari 0001 ; ;;85111;81252622816;0380-828233;stikesns@gmail.com;www.stikesnusantarakupang.ac.id;-10.1727345;123.6035461
1866;2256;Aktif;STKIP Hamzar;7 Januari 2011 ;04DO2011;7 Januari 2011 ;8335;85337494848; ; stkip.hamzar11@gmail.com; stkiphamzarlombokutara.blogspot.com;-8.5810769;116.09098
1867;2257;Aktif;Sekolah Tinggi Keguruan dan Ilmu Pendidikan Citra Bakti;7 Juli 2011 ;138EO2011;7 Juli 2011 ;86461;6208123617070;-;info@citrabakti.ac.id;www.citrabakti.ac.id;-8.5810769;116.09098
1868;2258;Aktif;STKIP Qamarul Huda;9/16/2011;201EO2011;9/16/2011;83562;0370-6577398;0370-631576;stkip.qh@gmail.com; ;-8.619433;116.199002
1869;2259;Aktif;STKIP Nusa Bunga Floresta;10 Januari 2012 ;19EO2012;10 Januari 2012 ;86472;81339460449;-;nusabungafloresta@ymail.com;-;-8.5849169;121.3243956
1870;2260;Aktif;Sekolah Tinggi Desain Bali;12 Maret 2013 ;48EO2013;12 Maret 2013 ;80235;0361-8718855;0361-246342;info@std-bali.ac.id;www.std-bali.ac.id;-8.6535743;115.2326286
1871;2261;Aktif;STKIP Paracendekia N W Sumbawa;10 Januari 2013 ;09EO201 3;10 Januari 2013 ;84314;0371-2628007;0371-2628007;stkippnwsbw@gmail.com;stkippnwsbwblogspot.com;-8.5155113;117.4350821
1872;2262;Aktif;STKIP Soe;4/10/2013;77EO2013 10 April 2013;4/10/2013;0; ; ; ; ;-10.1533162;123.622734
1873;2263;Aktif;STKIP Sinar Pancasila;4/26/2013;148EO2013;4/26/2013;85762;(0389)2511115;(0389)2511115;stikipsp@ymail.com;http:www.stkipsinarpancasila.ac.id;-8.5810769;116.09098
1874;2264;Aktif;STMIK Primakara;9/27/2013;458EO2013;9/27/2013;80226;0361-8956084;0361-8956084;info@primakara.ac.id;www.primakara.ac.id;-8.6896349;115.2377623
1875;2265;Aktif;STIKES Santu Paulus Ruteng;1 Oktober 2013 ;473EO2013;1 Oktober 2013 ;86508;0385-21158;-;stikes_stpaulusruteng@yahoo.co.id; stikessantupaulus.ac.id;-10.1533162;123.622734
1876;2266;Aktif;STKIP Weetebula;25 Oktober 2013 ;524EO2013;25 Oktober 2013 ;87254;0387-2524053;0387-2524105;stkip.weetebula@yahoo.com;https:www.;-9.4084718;119.3002488
1877;2267;Aktif;STKIP Citra Bina Nusantara;9/30/2013;463EO2013;9/30/2013;85111;0380 8553961;0380 8553590;stkip_cbn@yahoo.com; ;-10.162668;123.6236349
1878;2268;Aktif;STKIP Nusa Timor;4 Juli 2014 ;248EO2014;4 Juli 2014 ;; ; ;humas@stkipnusatimor.ac.id;www.stkipnusatimor.ac.id;-8.6573819;121.0793705
1879;2269;Aktif;STKIP Simbiosis;9/10/2010;398EO2014;9/10/2014;; ; ;stkip_simbiosis@yahoo.co.id; ;-8.6573819;121.0793705
1880;2270;Aktif;STIKES Panca Atma Jaya;17 Oktober 2014 ;594EO2014;17 Oktober 2014 ;1234;0366 21566;0366 23517;stikespaj@gmail.com; ;-8.5322515;115.3974014
1881;2271;Aktif;STKIP Muhammadiyah Kalabahi;17 Oktober 2014 ;575EO2014;17 Oktober 2014 ;;;;;;-8.6573819;121.0793705
1882;2273;Aktif;Sekolah Tinggi Ilmu Kesehatan Buleleng;9 Januari 2015 ;4MKpI2015;9 Januari 2015 ;81171;0362 3435034;0362 3435033; stikesbuleleng@gmail.com; stikesbuleleng.ac.id;-8.0780847;115.1623366
