,,,Universitas,,,,Alamat,Kota,Kode Pos,Full Address,Latitude,Longitude,,,,,Address,Lat,Long
2046,2472,Aktif,Sekolah Tinggi Ilmu Hukum Cokroaminoto,5 Juli 2001 ,61DO2001,5 Juli 2001 ,Jalan Teuku Umar No. 36 Kel. Laleng Bata,Kec. Paleteang - Kab. Pinrang - Prop. Sulawesi Selatan,91212,Jalan Teuku Umar No. 36 Kel. Laleng Bata Kec. Paleteang - Kab. Pinrang - Prop. Sulawesi Selatan 91212 ,,,0421-921892, ,pinrangstihcokroaminoto@gmail.com,baakstihcokroaminoto.wordpress.com,Sekolah Tinggi Ilmu Hukum Cokroaminoto Jalan Teuku Umar No. 36 Kel. Laleng Bata Kec. Paleteang - Kab. Pinrang - Prop. Sulawesi Selatan 91212,,
2047,2473,Aktif,STISIPOL Mujahidin,11 Februari 2001 ,238D02001,11 Februari 2001 ,Jl Tirtarya Kelurahan Kulango,Kab. Buol - Prop. Sulawesi Tengah - Indonesia,94515,Jl Tirtarya Kelurahan Kulango Kab. Buol - Prop. Sulawesi Tengah - Indonesia 94515 ,,,0445-211-069,0445-211-069, , ,STISIPOL Mujahidin Jl Tirtarya Kelurahan Kulango Kab. Buol - Prop. Sulawesi Tengah - Indonesia 94515,,
2048,2476,Aktif,STIP Muhammadiyah Sinjai,14 Februari 2002 ,43D02002,11/7/2002,Jalan Teuku Umar No 08 Biringere,Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia,92612,Jalan Teuku Umar No 08 Biringere Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia 92612 ,,,0482-21-484,0482-21-484,stip_sinjai@yahoo.co.id,www.stipmsinjai.ac.id,STIP Muhammadiyah Sinjai Jalan Teuku Umar No 08 Biringere Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia 92612,,
2049,2477,Aktif,Sekolah Tinggi Teknologi Mekongga,15 Juli 2002 ,129DO2002,15 Juli 2002 ,Jalan Pemuda KM 6 No 34 Lalombaa,Kec. Kolaka - Kab. Kolaka - Prop. Sulawesi Tenggara,93124,Jalan Pemuda KM 6 No 34 Lalombaa Kec. Kolaka - Kab. Kolaka - Prop. Sulawesi Tenggara 93124 ,,,0405-2325520,0405-2325520,sttm.kolaka@gmail.com, ,Sekolah Tinggi Teknologi Mekongga Jalan Pemuda KM 6 No 34 Lalombaa Kec. Kolaka - Kab. Kolaka - Prop. Sulawesi Tenggara 93124,,
2050,2478,Aktif,STMIK Catur Sakti Kendari,4/28/2002,05DO2003,31 Januari 2003 ,Jalan Abdullah Silondae No 109 ,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93111,Jalan Abdullah Silondae No 109  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111 ,,,0401 3127275,0401 3122666,yapsin_catursakti@yahoo.co.id,www.catursakti.ac.id,STMIK Catur Sakti Kendari Jalan Abdullah Silondae No 109  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111,,
2051,2479,Aktif,STIKES Gema Insan Akademik,12 Januari 2000 ,95DO2007,3 Juli 2007 ,Jalan Tanjung Bunga 59(32) ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90134,Jalan Tanjung Bunga 59(32)  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90134 ,,,0411-853-659,0411-851-483,stik_gia_makassar@yahoo.co.id,stikgiamakassar.ac.id,STIKES Gema Insan Akademik Jalan Tanjung Bunga 59(32)  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90134,,
2052,2480,Aktif,Sekolah Tinggi Ilmu Pertanian Yapim Maros,7 Mei 2003 ,55DO2003,7 Mei 2003 ,Jalan Dr Ratulangi No 62 ,Kec. Lau - Kab. Maros - Prop. Sulawesi Selatan,90511,Jalan Dr Ratulangi No 62  Kec. Lau - Kab. Maros - Prop. Sulawesi Selatan 90511 ,,,(0411) 372161,(0411) 373181,stiperyapimmaros@yahoo.com,stiperyapim.ac.id,Sekolah Tinggi Ilmu Pertanian Yapim Maros Jalan Dr Ratulangi No 62  Kec. Lau - Kab. Maros - Prop. Sulawesi Selatan 90511,,
2053,2481,Aktif,STISIP Muhammadiah Sinjai,7 Mei 2003 ,54DO2003,7 Mei 2003 ,Jalan Teuku Umar No 08 Kel. Biringere Kec. Sinjai Utara,Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia,92612,Jalan Teuku Umar No 08 Kel. Biringere Kec. Sinjai Utara Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia 92612 ,,,0482-22-954,0482-22-954,stisipm@yahoo.co.id,http:www.stisipm-sinjai.ac.id,STISIP Muhammadiah Sinjai Jalan Teuku Umar No 08 Kel. Biringere Kec. Sinjai Utara Kab. Sinjai - Prop. Sulawesi Selatan - Indonesia 92612,,
2054,2482,Aktif,STIMED Nusa Palapa,9 Juli 2003 ,295DO2006,26 Desember 2006 ,Jalan Urip Sumoharjo No 20 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90245,Jalan Urip Sumoharjo No 20  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245 ,,,0411-230-5007,0411-440-833,info@stimednp.ac.id,www.stimednp.ac.id,STIMED Nusa Palapa Jalan Urip Sumoharjo No 20  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245,,
2055,2483,Aktif,Sekolah Tinggi Pariwisata Tamalatea Makassar,9/23/2002,213D02002,9/23/2002,Jalan Tanggul Patompo No 9 ,Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan,90000,Jalan Tanggul Patompo No 9  Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan 90000 ,,,0411-583330,0411-872-328,info@stipartamalatea.ac.id, www.stipartamalatea.ac.id,Sekolah Tinggi Pariwisata Tamalatea Makassar Jalan Tanggul Patompo No 9  Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan 90000,,
2056,2484,Aktif,STMIK Samudra Bitung,4 Juli 2002 ,72D02003,4 Juli 2002 ,Jalan Babe Palar No 141 ,Kota Bitung - Prop. Sulawesi Utara - Indonesia,95009,Jalan Babe Palar No 141  Kota Bitung - Prop. Sulawesi Utara - Indonesia 95009 ,,,0438-36641,0438-36641,stmik_sb@parnaraya.ac.id,www.parnaraya.ac.id,STMIK Samudra Bitung Jalan Babe Palar No 141  Kota Bitung - Prop. Sulawesi Utara - Indonesia 95009,,
2057,2485,Aktif,STMIK Multicom Bolaan Mongondow,13 Maret 2003 ,30DO2003,13 Maret 2003 ,Jalan Sutoyo No 64-A Kotamobagu,Kota. Kotamobagu - Prop. Sulawesi Utara - Indonesia,95711,Jalan Sutoyo No 64-A Kotamobagu Kota. Kotamobagu - Prop. Sulawesi Utara - Indonesia 95711 ,,,0434-24-907,0434-24-907, , ,STMIK Multicom Bolaan Mongondow Jalan Sutoyo No 64-A Kotamobagu Kota. Kotamobagu - Prop. Sulawesi Utara - Indonesia 95711,,
2058,2486,Aktif,Sekolah Tinggi Ilmu Pariwisata Manado,9 Juli 2003 ,105DO2003,9 Juli 2003 ,Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado,Kota Manado - Prop. Sulawesi Utara - Indonesia,95115,Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado Kota Manado - Prop. Sulawesi Utara - Indonesia 95115 ,,,82348437744,0431-7240237,stp_manado@yahoo.com,www.stpmanado.ac.id,Sekolah Tinggi Ilmu Pariwisata Manado Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado Kota Manado - Prop. Sulawesi Utara - Indonesia 95115,,
2059,2487,Aktif,Sekolah Tinggi Ilmu Kesehatan Yapika,5 Januari 2004 ,08DO2004,5 Januari 2004 ,Jalan Sultan Alauddin No 98. Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,92111,Jalan Sultan Alauddin No 98. Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 92111 ,,,0411 868529,0411 883619,pdpt.yapika@gmail.com,www.stikesyapika.ac.id,Sekolah Tinggi Ilmu Kesehatan Yapika Jalan Sultan Alauddin No 98. Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 92111,,
2060,2488,Aktif,STIMIK Lamappapoleonro,4 Mei 2000 ,23,22 Maret 1999 ,Jalan Ksatria No 56 ,Kab. Soppeng - Prop. Sulawesi Selatan - Indonesia,90811,Jalan Ksatria No 56  Kab. Soppeng - Prop. Sulawesi Selatan - Indonesia 90811 ,,,0484 21261,0484 23888, stmik_lamappapoleonro@yahoo.com, ,STIMIK Lamappapoleonro Jalan Ksatria No 56  Kab. Soppeng - Prop. Sulawesi Selatan - Indonesia 90811,,
2061,2489,Aktif,Sekolah Tinggi Perikanan Dan Kelautan Palu,9/7/2004,78DO2004,15 Juni 2004 ,Jalan Soekarno-Hatta Km 6,Kota Palu - Prop. Sulawesi Tengah - Indonesia,94001,Jalan Soekarno-Hatta Km 6 Kota Palu - Prop. Sulawesi Tengah - Indonesia 94001 ,,,"0451-4709936, 413133",0451-4131334,stpl_palu04@yahoo.co.id,www.stplpalu.ac.id,Sekolah Tinggi Perikanan Dan Kelautan Palu Jalan Soekarno-Hatta Km 6 Kota Palu - Prop. Sulawesi Tengah - Indonesia 94001,,
2062,2490,Aktif,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin,9/24/2003,4,9/24/2003,Jl Perintis Kemerdekaan 8 No. 24 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90245,Jl Perintis Kemerdekaan 8 No. 24 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245 ,,,0411-582-104,0411-582-104,stikesnh_mks@ymail.com,www.stikesnh.ac.id,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin Jl Perintis Kemerdekaan 8 No. 24 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245,,
2063,2491,Aktif,Sekolah Tinggi Ilmu Administrasi Abdul Haris,14 Mei 2005 ,63D02004,14 Mei 2004 ,Jalan Dangko No 2 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90231,Jalan Dangko No 2  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231 ,,,(0411) 5084041, , , ,Sekolah Tinggi Ilmu Administrasi Abdul Haris Jalan Dangko No 2  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231,,
2064,2492,Aktif,Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene,15 Juni 2004 ,83DO2004,15 Juni 2004 ,Jalan Poros Lutang ,Kab. Majene - Prop. Sulawesi Barat - Indonesia,91412,Jalan Poros Lutang  Kab. Majene - Prop. Sulawesi Barat - Indonesia 91412 ,,,0422-22606,0422-23006,stikes_majene@yahoo.co.id, stikesbbm.ac.id,Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene Jalan Poros Lutang  Kab. Majene - Prop. Sulawesi Barat - Indonesia 91412,,
2065,2493,Aktif,Sekolah Tinggi Ilmu Kesehatan Baramuli,9/15/2004,152D02004,9/15/2004,Jalan Pole Baramuli KM 3 ,Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia,91211,Jalan Pole Baramuli KM 3  Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 91211 ,,,0421-924-870,0421-924-870, , ,Sekolah Tinggi Ilmu Kesehatan Baramuli Jalan Pole Baramuli KM 3  Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 91211,,
2066,2494,Aktif,Sekolah Tinggi Teknologi Nusantara Indonesia,11/8/2004,1A,1 Agustus 2002 ,"Jl Baruga Raya, Antang, Makassar",Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90234,"Jl Baruga Raya, Antang, Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90234 ",,,"0411 505-8482, 0411 ",-,info@stiteknusindo.ac.id,stiteknusindo.ac.id,"Sekolah Tinggi Teknologi Nusantara Indonesia Jl Baruga Raya, Antang, Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90234",,
2067,2495,Aktif,Sekolah Tinggi Ilmu Farmasi Makassar,30 Desember 2004 ,204D02004,30 Desember 2004 ,Jl Perintis Kemerdekaan KM 13 Daya,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90242,Jl Perintis Kemerdekaan KM 13 Daya Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90242 ,,,0411 583190,0411 583190,stifamakassar@ymail.com,www.stifamks.ac.id,Sekolah Tinggi Ilmu Farmasi Makassar Jl Perintis Kemerdekaan KM 13 Daya Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90242,,
2068,2496,Aktif,Sekolah Tinggi Ilmu Kesehatan Tana Toraja,6 Juli 2005 ,750DT2008,6 Maret 2008 ,Jalan Pontiku No 220 Rantepao,Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia,91831,Jalan Pontiku No 220 Rantepao Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia 91831 ,,,0423-281-0700,0423-281-0700, , ,Sekolah Tinggi Ilmu Kesehatan Tana Toraja Jalan Pontiku No 220 Rantepao Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia 91831,,
2069,2497,Aktif,Sekolah Tinggi Ilmu Kesehatan Mega Rezky,11/16/2005,166DO2005,11/16/2005,Jalan Antang Raya No. 43 Makassar,Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan,90223,Jalan Antang Raya No. 43 Makassar Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan 90223 ,,,0411-492401-496-401,0411-496-614,stikesmegarezky@yahoo.co.id,www.stikesmegarezky.ac.id,Sekolah Tinggi Ilmu Kesehatan Mega Rezky Jalan Antang Raya No. 43 Makassar Kec. Makasar - Kota Makassar - Prop. Sulawesi Selatan 90223,,
2070,2498,Aktif,Sekolah Tinggi Ilmu Keperawatan Gunung Sari,7 Desember 2005 ,171DO2005,7 Desember 2005 ,Jalan Sultan Alauddin No 293 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90221,Jalan Sultan Alauddin No 293  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90221 ,,,0411-868502,0411-882472,info@stikper-gunungsari.ac.id,stikper-gunungsari.ac.id,Sekolah Tinggi Ilmu Keperawatan Gunung Sari Jalan Sultan Alauddin No 293  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90221,,
2071,2499,Aktif,STIKES Mandala Waluya Kendari,3 Maret 2006 ,29DO2006,29 Maret 2006 ,Jalan Jend AH Nasution No G-37 ,Kec. Poasia - Kota Kendari - Prop. Sulawesi Tenggara,93232,Jalan Jend AH Nasution No G-37  Kec. Poasia - Kota Kendari - Prop. Sulawesi Tenggara 93232 ,,,0401 393176,0401 393176,haklistikesmw@yahoo.co.id, ,STIKES Mandala Waluya Kendari Jalan Jend AH Nasution No G-37  Kec. Poasia - Kota Kendari - Prop. Sulawesi Tenggara 93232,,
2072,2500,Aktif,STIKES Tanawali Takalar,3 Agustus 2006 ,155DO2006,3 Agustus 2006 ,Jalan Jenderal Sudirman No 23 ,Kab. Takalar - Prop. Sulawesi Selatan - Indonesia,92012,Jalan Jenderal Sudirman No 23  Kab. Takalar - Prop. Sulawesi Selatan - Indonesia 92012 ,,,41822000,4182200,info@stikestanawali.ac.id, stikestanawali.ac.id,STIKES Tanawali Takalar Jalan Jenderal Sudirman No 23  Kab. Takalar - Prop. Sulawesi Selatan - Indonesia 92012,,
2073,2501,Aktif,STIKES Bhakti Pertiwi Luwu Raya,14 Agustus 2006 ,44,30 Januari 2006 ,Jalan Imam Bonjol No 27,Kota Palopo - Prop. Sulawesi Selatan - Indonesia,91913,Jalan Imam Bonjol No 27 Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91913 ,,,4713307444,47121053,stikesluwuraya@yahoo.co.id,stikesluwuraya.ac.id,STIKES Bhakti Pertiwi Luwu Raya Jalan Imam Bonjol No 27 Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91913,,
2074,2502,Aktif,STIKES Bina Generasi Polewali Mandar,9/4/2006,185DO2006,9/4/2006,Jalan Muhammad Yamin Manding,Kec. Polewali - Kab. Polewali Mamasa - Prop. Sulawesi Barat,91315,Jalan Muhammad Yamin Manding Kec. Polewali - Kab. Polewali Mamasa - Prop. Sulawesi Barat 91315 ,,,0428-242-0553,0428-242-0553,info@biges.ac.id,biges.ac.id,STIKES Bina Generasi Polewali Mandar Jalan Muhammad Yamin Manding Kec. Polewali - Kab. Polewali Mamasa - Prop. Sulawesi Barat 91315,,
2075,2503,Aktif,STIKES Kurnia Jaya Persada,1 Agustus 2006 ,149DO2006,1 Agustus 2006 ,Jalan Dr Sam Ratulangi KM 4 ,Kota Palopo - Prop. Sulawesi Selatan - Indonesia,91914,Jalan Dr Sam Ratulangi KM 4  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91914 ,,,(0471) 3311484,(0471) 3311484, stikes_kjp@yahoo.co.id,www.stikeskjp.ac.id,STIKES Kurnia Jaya Persada Jalan Dr Sam Ratulangi KM 4  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91914,,
2076,2504,Aktif,STIKES Panakkukang,29 Oktober 2006 ,223DO2006,3 Oktober 2006 ,Jalan Adhiyaksa No 5 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90231,Jalan Adhiyaksa No 5  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231 ,,,0411-444133,0411-430614, stikespnk@yahoo.co.id, www.stikespanakkukang.ac.id,STIKES Panakkukang Jalan Adhiyaksa No 5  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231,,
2077,2505,Aktif,STKIP Darud Da wah Wal Irsyad Mamuju,5 Desember 2001 ,275DO2006,5 Desember 2001 ,Jl Trans Sulawesi km 28 Kec. Kalukku,Kec. Kalukku - Kab. Mamuju - Prop. Sulawesi Barat,91551,Jl Trans Sulawesi km 28 Kec. Kalukku Kec. Kalukku - Kab. Mamuju - Prop. Sulawesi Barat 91551 ,,,(0426) 2325528,0426-22-149,stkipddimamuju@yahoo.com,www.stkipddimamuju.ac.id,STKIP Darud Da wah Wal Irsyad Mamuju Jl Trans Sulawesi km 28 Kec. Kalukku Kec. Kalukku - Kab. Mamuju - Prop. Sulawesi Barat 91551,,
2078,2506,Aktif,STKIP Darud Da wah Wal Irsyad Pinrang,17 Juni 2006 ,265DO2006,11/17/2006,Jalan Andreas Wahani No 27 ,Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia,91212,Jalan Andreas Wahani No 27  Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 91212 ,,,0421-924-963,0421-924-963, stkipddipinrang@gmail.com,www.newstkipddipinrang.ac.id,STKIP Darud Da wah Wal Irsyad Pinrang Jalan Andreas Wahani No 27  Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 91212,,
2079,2507,Aktif,STIKES Lakipadada,24 Juni 2006 ,272DO2006,22 Desember 2006 ,Jalan Pongtiku No 39 ,Kec. Makale - Kab. Tana Toraja - Prop. Sulawesi Selatan,91811,Jalan Pongtiku No 39  Kec. Makale - Kab. Tana Toraja - Prop. Sulawesi Selatan 91811 ,,,0423-22123,0423-22123,lakipadad_rni@yahoo.com, ,STIKES Lakipadada Jalan Pongtiku No 39  Kec. Makale - Kab. Tana Toraja - Prop. Sulawesi Selatan 91811,,
2080,2508,Aktif,STIKES Graha Edukasi,31 Januari 2006 ,246DO2006,19 Oktober 2006 ,Jalan Domba No. 12 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90142,Jalan Domba No. 12 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90142 ,,,0411-5787612,-,stikes@ge.yahoo.com,http:stikesgrahaedukasi.ac.id,STIKES Graha Edukasi Jalan Domba No. 12 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90142,,
2081,2509,Aktif,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar,1 Oktober 2006 ,06DO2007,4 Januari 2007 ,Jalan Maipa No 19 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90012,Jalan Maipa No 19  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90012 ,,,0411-854808,0411-870642,stiksm_mks@yahoo.co.id,www.stikstellamaris.ac.id,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar Jalan Maipa No 19  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90012,,
2082,2510,Aktif,STIKES Nusantara Lasinrang,16 Maret 2007 ,37DO2007,16 Maret 2007 ,Jalan Jendral Sudirman No. 158,Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia,12345,Jalan Jendral Sudirman No. 158 Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 12345 ,,,0421-924555,0421-924555,stikes.nusantaralasinrang@yahoo.com, www.stikesnusantaralasinrang.wordpress.com,STIKES Nusantara Lasinrang Jalan Jendral Sudirman No. 158 Kab. Pinrang - Prop. Sulawesi Selatan - Indonesia 12345,,
2083,2512,Aktif,Sekolah Tinggi Ilmu Komputer Rajawali,24 Mei 2007 ,74DO2007,24 Mei 2007 ,"Jln. Tatas Kelurahan Beo Barat, Kecamatan Beo",Kab. Kepulauan Talaud - Prop. Sulawesi Utara - Indonesia,95881,"Jln. Tatas Kelurahan Beo Barat, Kecamatan Beo Kab. Kepulauan Talaud - Prop. Sulawesi Utara - Indonesia 95881 ",,,81340690389,-,rajawali093160@gmail.com,www.stikrajawali-cct.ac.id,"Sekolah Tinggi Ilmu Komputer Rajawali Jln. Tatas Kelurahan Beo Barat, Kecamatan Beo Kab. Kepulauan Talaud - Prop. Sulawesi Utara - Indonesia 95881",,
2084,2513,Aktif,STIKES Marendeng Majene,9/7/2007,214DO2007,11/15/2007,Jalan Kartini No 2 ,Kab. Majene - Prop. Sulawesi Barat - Indonesia,91411,Jalan Kartini No 2  Kab. Majene - Prop. Sulawesi Barat - Indonesia 91411 ,,,42221331,42221331,Stikes_marendeng@hotmail.com,www.stikes-marendeng.ac.id,STIKES Marendeng Majene Jalan Kartini No 2  Kab. Majene - Prop. Sulawesi Barat - Indonesia 91411,,
2085,2514,Aktif,Sekolah Tinggi Ilmu Kesehatan St Fatimah,17 Maret 2008 ,49DO2008,17 Maret 2008 ,Jl Soekarno Hatta no 19 ,Kab. Mamuju - Prop. Sulawesi Barat - Indonesia,12345,Jl Soekarno Hatta no 19  Kab. Mamuju - Prop. Sulawesi Barat - Indonesia 12345 ,,,1234511111, , , ,Sekolah Tinggi Ilmu Kesehatan St Fatimah Jl Soekarno Hatta no 19  Kab. Mamuju - Prop. Sulawesi Barat - Indonesia 12345,,
2086,2515,Aktif,Sekolah Tinggi Ilmu Kesehatan Muhamadiyah Manado,17 Maret 2008 ,48DO2008,17 Maret 2008 ,I : Jl. Sasuit Tubun Nomor  9 Kel. Istiqlal. Kec. Wenang. Manado- Sulawesi Utara,Kota Manado - Prop. Sulawesi Utara - Indonesia,95121,I : Jl. Sasuit Tubun Nomor  9 Kel. Istiqlal. Kec. Wenang. Manado- Sulawesi Utara Kota Manado - Prop. Sulawesi Utara - Indonesia 95121 ,,,0431-850372,0431-850372,stikesmuhammadiyahmdo@yahoo.com,stikesmuhammadiyahmdo.ac.id,Sekolah Tinggi Ilmu Kesehatan Muhamadiyah Manado I : Jl. Sasuit Tubun Nomor  9 Kel. Istiqlal. Kec. Wenang. Manado- Sulawesi Utara Kota Manado - Prop. Sulawesi Utara - Indonesia 95121,,
2087,2516,Aktif,Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo,28 Maret 2008 ,59DO2008,28 Maret 2008 ,"Jl. Prof. dr. Aloei Saboe No 173, Kota gorontalo",Kab. Gorontalo Utara - Prop. Gorontalo - Indonesia,9612,"Jl. Prof. dr. Aloei Saboe No 173, Kota gorontalo Kab. Gorontalo Utara - Prop. Gorontalo - Indonesia 9612 ",,,(0435) 834062,(0435) 831299,stimbisnisgorontalo@yahoo.com,http:binamandiri-gtlo.ac.id,"Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo Jl. Prof. dr. Aloei Saboe No 173, Kota gorontalo Kab. Gorontalo Utara - Prop. Gorontalo - Indonesia 9612",,
2088,2517,Aktif,STMIK AKBA,25 Juni 2008 ,106DO2008,25 Juni 2008 ,Jl Perintis Kemerdekaan KM 9 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90245,Jl Perintis Kemerdekaan KM 9  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245 ,,,411588371,411588371,info@akba.ac.id,http:akba.ac.id,STMIK AKBA Jl Perintis Kemerdekaan KM 9  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245,,
2089,2518,Aktif,Sekolah Tinggi Ilmu Ekonomi Pelita Buana,22 Juli 2008 ,147DO2008,22 Juli 2008 ,Jl Tamalanrea Raya Blok A5-A ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90245,Jl Tamalanrea Raya Blok A5-A  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245 ,,, , , , ,Sekolah Tinggi Ilmu Ekonomi Pelita Buana Jl Tamalanrea Raya Blok A5-A  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245,,
2090,2520,Aktif,STIKES Andini Persada,23 Desember 2008 ,260DO2008,23 Desember 2008 ,Jl. Moh Husni Thamrin No. 3,Kab. Mamuju - Prop. Sulawesi Barat - Indonesia,91511,Jl. Moh Husni Thamrin No. 3 Kab. Mamuju - Prop. Sulawesi Barat - Indonesia 91511 ,,,8123190560,4262324373,andinipersada@gmail.com,andinipersada.com,STIKES Andini Persada Jl. Moh Husni Thamrin No. 3 Kab. Mamuju - Prop. Sulawesi Barat - Indonesia 91511,,
2091,2521,Aktif,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu,23 Desember 2008 ,251DO2008,23 Desember 2008 ,Jl. Tanjung Satu Lorong Karoya & Jl. Untad 1 Tondo,Kota Palu - Prop. Sulawesi Tengah - Indonesia,12345,Jl. Tanjung Satu Lorong Karoya & Jl. Untad 1 Tondo Kota Palu - Prop. Sulawesi Tengah - Indonesia 12345 ,,,81355553312,0451-429852,stikeswitara@ymail.com,stikeswitara.ac.id,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu Jl. Tanjung Satu Lorong Karoya & Jl. Untad 1 Tondo Kota Palu - Prop. Sulawesi Tengah - Indonesia 12345,,
2092,2523,Aktif,Sekolah Tinggi Ilmu Kesehatan Panrita Husada,12 Mei 2009 ,56DO2009,12 Mei 2009 ,Jl. Bakti Adiguna Bulukumba ,Kab. Bulukumba - Prop. Sulawesi Selatan - Indonesia,11111,Jl. Bakti Adiguna Bulukumba  Kab. Bulukumba - Prop. Sulawesi Selatan - Indonesia 11111 ,,,41384422,41384422,stikespanritahusadabulukumba@yahoo.co.id,www.stikespanritahusada.ac.id,Sekolah Tinggi Ilmu Kesehatan Panrita Husada Jl. Bakti Adiguna Bulukumba  Kab. Bulukumba - Prop. Sulawesi Selatan - Indonesia 11111,,
2093,2524,Aktif,STIKES Puangrimanggalatung,25 Juni 2009 ,95DO2009,25 Juni 2009 ,Bone ,Kab. Bone - Prop. Sulawesi Selatan - Indonesia,12345,Bone  Kab. Bone - Prop. Sulawesi Selatan - Indonesia 12345 ,,, , , , ,STIKES Puangrimanggalatung Bone  Kab. Bone - Prop. Sulawesi Selatan - Indonesia 12345,,
